SW_ExC_ef119_1_m_16	0.26665	1.02296	0.26665	0.91630	0.18907	0.84035	0.31836	0.71753	0.33937	0.75631	0.44764	0.89691	0.55915	1.04721	0.72076	0.84196	0.70298	0.77571	1.06821	0.64965	1.03428	0.47997	1.71626	1.08276	2.09442	0.70622	2.02331	0.51229	1.24598	0.21978
SW_ExC_ef119_1_m_15	0.29412	1.22497	0.29250	1.11831	0.21978	1.04074	0.35068	0.91307	0.38300	0.95832	0.47189	1.09569	0.58016	1.24921	0.74985	1.04074	0.73692	0.97448	1.11346	0.85489	1.07791	0.68844	1.71626	1.29770	2.09603	0.95347	2.02008	0.76924	1.29770	0.44118
SW_ExC_ef119_1_m_14	0.38139	1.08437	0.39755	0.98579	0.33452	0.90984	0.47027	0.80964	0.48805	0.85489	0.55754	0.99549	0.64965	1.14578	0.81611	0.97933	0.80964	0.91469	1.16195	0.85328	1.14255	0.69975	1.70656	1.35749	2.11704	1.06013	2.05725	0.86782	1.39304	0.48966
SW_ExC_ef119_1_m_13	0.22301	1.21366	0.21332	1.10538	0.14059	1.02781	0.27311	0.89691	0.30382	0.94378	0.40401	1.08761	0.52845	1.24113	0.68844	1.03589	0.67066	0.96802	1.05852	0.84035	1.01488	0.66581	1.73403	1.28638	2.10734	0.91630	2.01684	0.73046	1.24275	0.41694
SW_ExC_ef119_1_m_12	0.25695	1.18134	0.25372	1.06983	0.17938	0.99549	0.30220	0.86459	0.32806	0.90822	0.42987	1.04559	0.55592	1.19588	0.71430	0.98256	0.69490	0.91469	1.06660	0.77409	1.01973	0.60602	1.74211	1.18457	2.09765	0.80156	2.00392	0.61410	1.23144	0.34583
SW_ExC_ef119_1_m_11	0.25210	1.23628	0.25372	1.13286	0.18261	1.05852	0.31028	0.94216	0.33937	0.98256	0.42664	1.12316	0.53168	1.27830	0.70298	1.08922	0.69005	1.01973	1.04236	0.91792	1.01488	0.75470	1.65000	1.37203	2.07017	1.02296	2.00230	0.83227	1.24760	0.50582
SW_ExC_ef119_1_m_10	0.26341	1.22820	0.25857	1.11831	0.17938	1.05205	0.30220	0.92277	0.32806	0.96155	0.43310	1.09569	0.56077	1.23790	0.71106	1.03104	0.69167	0.96640	1.04074	0.82904	0.99711	0.66743	1.71626	1.22497	2.07017	0.84520	1.98452	0.66420	1.21204	0.39755
SW_ExC_ef119_1_m_09	0.33452	1.13932	0.33452	1.03428	0.25372	0.97610	0.36846	0.84358	0.39431	0.88721	0.50259	1.01004	0.62218	1.14255	0.76924	0.93731	0.74985	0.87590	1.10377	0.73207	1.05852	0.56885	1.74858	1.11023	2.08149	0.72722	1.98614	0.55107	1.23790	0.32159
SW_ExC_ef119_1_m_08	0.30866	1.33486	0.29573	1.22336	0.20524	1.16195	0.31836	1.01812	0.35230	1.05852	0.46865	1.18457	0.60279	1.32194	0.74662	1.09084	0.71753	1.02458	1.07468	0.84196	1.00842	0.67874	1.77120	1.18619	2.09280	0.76278	1.97644	0.58501	1.18295	0.40240
SW_ExC_ef119_1_m_07	0.25695	1.10054	0.25049	0.99226	0.17130	0.91954	0.29735	0.78702	0.32644	0.82580	0.43148	0.96317	0.55754	1.11185	0.70460	0.89853	0.68197	0.83065	1.07629	0.68359	1.01165	0.51229	1.73888	1.09569	2.10573	0.69329	2.00392	0.51067	1.20396	0.25372
SW_ExC_ef119_1_m_06	0.34260	1.12154	0.34583	1.02135	0.27311	0.94863	0.39755	0.82904	0.42825	0.86459	0.52037	0.99711	0.63672	1.12639	0.77894	0.94378	0.76439	0.87590	1.11185	0.77732	1.08761	0.61895	1.75181	1.25245	2.12027	0.91469	2.04917	0.71430	1.30254	0.38623
SW_ExC_ef119_1_m_05	0.23756	1.09892	0.24240	0.99387	0.16160	0.91792	0.29250	0.79510	0.31998	0.83873	0.42179	0.97448	0.53491	1.13124	0.71268	0.92923	0.69814	0.86136	1.04882	0.74500	1.02781	0.57370	1.70818	1.18134	2.09765	0.81934	2.01361	0.62864	1.25245	0.32806
SW_ExC_ef119_1_m_04	0.32644	1.12316	0.32644	1.01973	0.24725	0.95186	0.37492	0.82096	0.39916	0.86621	0.49613	0.99872	0.61087	1.13770	0.76924	0.93408	0.75308	0.86944	1.09407	0.74662	1.06175	0.58016	1.74696	1.15225	2.11219	0.78702	2.02331	0.59794	1.27184	0.32644
SW_ExC_ef119_1_m_03	0.23594	1.20881	0.23109	1.10054	0.14221	1.02943	0.26665	0.89045	0.29897	0.93246	0.40724	1.07468	0.54622	1.21366	0.69814	0.99549	0.67713	0.92923	1.06175	0.77247	1.01165	0.59794	1.76151	1.17811	2.12189	0.76763	2.02008	0.58016	1.21043	0.33129
SW_ExC_ef119_1_m_02	0.35876	1.30901	0.34422	1.20558	0.26180	1.14094	0.37492	1.00357	0.40724	1.04074	0.51714	1.16679	0.64965	1.29285	0.79510	1.08276	0.77247	1.01812	1.09407	0.86459	1.04882	0.70298	1.78575	1.20396	2.12512	0.81288	2.01523	0.63834	1.25568	0.42664
SW_ExC_ef119_1_m_01	0.32482	1.30578	0.31028	1.19912	0.21978	1.14255	0.32159	1.00357	0.35391	1.04074	0.47189	1.15548	0.61087	1.27345	0.72722	1.05690	0.69975	0.99549	1.04397	0.81126	0.97448	0.65935	1.71302	1.12154	2.01200	0.69490	1.89726	0.52360	1.11831	0.37654
