"1.X","1.Y","2.X","2.Y","3.X","3.Y","4.X","4.Y","5.X","5.Y","6.X","6.Y","7.X","7.Y","8.X","8.Y","9.X","9.Y","10.X","10.Y","11.X","11.Y","12.X","12.Y","13.X","13.Y","14.X","14.Y","15.X","15.Y","CS","delLine","background","sex","rep","pannel"
-0.245523096640276,0.0645559465327089,-0.239323614045136,0.023551106288306,-0.264734103253795,-0.0101565598828764,-0.207891028990856,-0.0498591515356224,-0.202067661123048,-0.0337290398320489,-0.168616381981197,0.0266164007610982,-0.134483340495293,0.0908794259386029,-0.0604237698527073,0.0213659031247451,-0.0634084917934259,-0.00513682232690494,0.0843286616614861,-0.032371226700326,0.0811462621195968,-0.0995753202008974,0.308292361329235,0.171800211059553,0.475557689395746,0.04902258477601,0.459491134025444,-0.0296652788245933,0.177655379644226,-0.187298179177755,2.57221872618174,"ExC","ef119","m","1","Exelixis"
-0.247306402266894,0.0687676208636234,-0.242709518126403,0.0268540486810876,-0.267426574829842,-0.00713739144174051,-0.209823255030065,-0.0507903934721607,-0.199366794676012,-0.0314573241960884,-0.171240211919217,0.0267819507172332,-0.136305784050392,0.0923058479703657,-0.0595249227682961,0.0188645806367896,-0.0613463093169926,-0.00775795209831615,0.092204778409572,-0.0361928681484726,0.0864256123412848,-0.103220950744673,0.306913640224962,0.167051833618093,0.472749695468687,0.0506668991990295,0.451997337946665,-0.0253169935614316,0.184758708592943,-0.189418908023339,2.53034579097271,"ExC","ef119","m","1","Exelixis"
-0.243863302205739,0.0641971107152178,-0.237323840387691,0.0229517663370157,-0.263838311670126,-0.00866024712600161,-0.207310366595665,-0.0508441181082432,-0.19977848340415,-0.0319672119413689,-0.170420882674397,0.0266558313974854,-0.131588244471405,0.0892803716814643,-0.062366206112948,0.0193344156326094,-0.0652125185092516,-0.0076728213827658,0.0819302623546431,-0.0341160496865946,0.0734839903397144,-0.0982541576554411,0.310697032874832,0.17546277171828,0.481635925335986,0.0502590798846434,0.456221156072715,-0.0300007863356327,0.177733789053481,-0.186625955130669,2.39267262767531,"ExC","ef119","m","1","Exelixis"
-0.244706655613089,0.0641004373999546,-0.242814175291456,0.0230321011600374,-0.266110497887367,-0.00974428577166679,-0.209776718983356,-0.0520346124284631,-0.200660070170234,-0.0329054092610164,-0.170453855768201,0.0261000095784014,-0.131655716016957,0.089973374305254,-0.0612362871965991,0.0212278843508776,-0.0644367901408566,-0.00511080984625122,0.087411427080046,-0.0331665599877358,0.0799616909915878,-0.100794773967452,0.317782219462996,0.168422204113733,0.476543087751597,0.0487900639963415,0.452110932993175,-0.0254629883038618,0.178041408788713,-0.182426635338153,2.64451565421975,"ExC","ef119","m","1","Exelixis"
-0.247197774643691,0.0652806972222058,-0.240708022096774,0.0228507647455928,-0.263704219147452,-0.0104284821612669,-0.208163519487721,-0.0514795829109091,-0.201393023098261,-0.0331770848397155,-0.172358700588852,0.025858860211488,-0.135043374751818,0.0914614845134198,-0.0603428514189708,0.0216738385394599,-0.0629917076760508,-0.00535667649835115,0.0874209110579084,-0.0328660679226189,0.0813046567337658,-0.0997221280909868,0.314711330841094,0.169220165749898,0.475772925908484,0.048840986994003,0.45326131780785,-0.0285951698259693,0.179432050560487,-0.18356160572625,2.59905987889724,"ExC","ef119","m","1","Exelixis"
-0.24326211414973,0.0634703905949947,-0.238687426607176,0.0227398709746336,-0.263906255936654,-0.00928813050627008,-0.20912222751275,-0.0503256744599847,-0.19918605567284,-0.033283572073249,-0.170113596063828,0.0254934329735035,-0.134587025994021,0.0906813038765758,-0.0598273514943623,0.0226207414796906,-0.062283321416923,-0.00527953215217364,0.0805527830786985,-0.0320306060048605,0.0759233708014336,-0.0974544340184088,0.302942375378215,0.170200798075927,0.481944824375587,0.0485066723000229,0.462430108766861,-0.0292887042658917,0.177181912447488,-0.18676255679451,2.52427446245187,"ExC","ef119","m","1","Exelixis"
-0.245864615726565,0.0644215736876945,-0.239714913162364,0.0218108615550163,-0.265336773233176,-0.00944240366089318,-0.208682563559851,-0.0502031956834326,-0.201565079357524,-0.0334051087745417,-0.170950789942195,0.0258352290510056,-0.132223382669486,0.0898286384485136,-0.0593498427870021,0.021237135125823,-0.0620940563366926,-0.00503348289293556,0.0821536902409309,-0.0324079776502064,0.0771566382491843,-0.0977351314494199,0.313058632867459,0.169089227944636,0.47683752498106,0.0488496849755377,0.457095458960232,-0.0269971638948609,0.17948007147599,-0.185847886781936,2.5552511001126,"ExC","ef119","m","1","Exelixis"
-0.248101061577991,0.0633555201907407,-0.239239508445299,0.0219152172739279,-0.266208101702717,-0.00785480801379318,-0.209761116544835,-0.0504562619401341,-0.203243553791752,-0.0310626429463101,-0.170887666390355,0.0265311440576666,-0.134886623494182,0.0888980784677119,-0.0595537716404338,0.0203337517654459,-0.0620226703307689,-0.00552948512279717,0.0897393542310831,-0.0324146601507639,0.0856571334033468,-0.100625276821362,0.312225188158897,0.171175066931798,0.47587645330482,0.0481567317944723,0.453120003622589,-0.029381820868641,0.177285941197597,-0.183040554617962,2.47884377072591,"ExC","ef119","m","1","Exelixis"
-0.247260645360741,0.0649696841104956,-0.239821473905868,0.0222668158262355,-0.266592984031266,-0.0103943397529404,-0.208936257329337,-0.05124570770028,-0.200799476782105,-0.0325650804396869,-0.171540874840957,0.0268659152263293,-0.136936689429053,0.0924391329178155,-0.0583392822178954,0.0226419693728142,-0.0618445033732052,-0.00508192998680822,0.0904225684746203,-0.0335363259439999,0.0837867071298299,-0.101237419680369,0.310575009666655,0.170299394593437,0.476083136179036,0.0487896597191605,0.45249243496044,-0.0297926997009891,0.178712330859847,-0.184419068561214,2.58965803675826,"ExC","ef119","m","1","Exelixis"
-0.245997458824331,0.0642885026170129,-0.240415643555275,0.0231079037084763,-0.264803784600192,-0.0100858216571838,-0.207618391897388,-0.050575688172663,-0.19955218178252,-0.0338461550991426,-0.170229315519383,0.0255617119537652,-0.133842189733591,0.0907759562574692,-0.062781488436247,0.0214675036393959,-0.0662666494559819,-0.00572266399338902,0.0928367946136103,-0.0318328003368317,0.0812107232014641,-0.101006119153903,0.311420019740651,0.172090544677583,0.479086174698139,0.0479661766040031,0.454325225407609,-0.0282123691803112,0.172628166143438,-0.183976681864281,2.61041318509031,"ExC","ef119","m","1","Exelixis"
-0.244043887879429,0.0680210124271675,-0.23867104669132,0.0279341985893831,-0.264902032211439,-0.00421516058144188,-0.210086530870569,-0.0471558382679229,-0.199211076900369,-0.0316354424150662,-0.167624346093096,0.0253068442135469,-0.126185141368776,0.0819374300905148,-0.0616638008336061,0.0144212781355731,-0.0647429429399496,-0.0134170179169396,0.0787422989287141,-0.0388540230864563,0.075451347264038,-0.103410657902561,0.316287102574941,0.177883914540848,0.477924867470837,0.0572952651414672,0.457535378196911,-0.0260305269288734,0.171189811353113,-0.188081276039239,2.47994904502761,"ExC","ef119","m","1","Exelixis"
-0.246862342576709,0.0630476037720458,-0.239800610903324,0.0231114090492071,-0.266934663558538,-0.0099433604221006,-0.21078043972518,-0.0504224627049447,-0.202434994899959,-0.0323732188991962,-0.170231738006457,0.0245940284286535,-0.134745473441701,0.0901571353977716,-0.0567382771546957,0.0217169138446615,-0.0589326143563098,-0.00496087498969767,0.0809563252303205,-0.0320676785838159,0.0814170130502597,-0.0986226666836396,0.311481215010829,0.167513891312622,0.478387385911975,0.0483871417610983,0.455705820298335,-0.0287138436658212,0.179513395121153,-0.181424017616844,2.59330875362216,"ExC","ef119","m","1","Exelixis"
-0.245980845540768,0.0645486010637828,-0.239106707287421,0.0238720219039244,-0.265738995327173,-0.00808287372694984,-0.206830389489541,-0.0510769153006336,-0.200304625387036,-0.0316703577997354,-0.170975436244479,0.0268871660655324,-0.135088589581837,0.0891704247002552,-0.0592730692420766,0.0196176288828117,-0.0613323917131696,-0.00687757957846183,0.0809337931823144,-0.0325167194677499,0.0792854994633073,-0.100128768120922,0.310737899797531,0.170397876825538,0.478645626215453,0.0510365522444652,0.456258076276351,-0.0292302919607603,0.178770154878546,-0.185946765731097,2.50753366294984,"ExC","ef119","m","1","Exelixis"
-0.246037597737795,0.0630871388260544,-0.239442041186874,0.023191910763415,-0.266389978082468,-0.00963211082323515,-0.210228616773967,-0.0507467422903016,-0.201677368982505,-0.0329150475543868,-0.173146029205922,0.0273633594876884,-0.133155298135582,0.0888322657446022,-0.0608442158423337,0.0209352347008441,-0.0633934094834457,-0.00487418504049719,0.0891116244869091,-0.0323750192551035,0.0843097842241898,-0.0999523300986545,0.313191888177521,0.16975918927293,0.476453315201601,0.047773584692951,0.4537765777276,-0.0285227564597004,0.177471365613071,-0.181924491966606,2.68035739947742,"ExC","ef119","m","1","Exelixis"
-0.246234752992686,0.0650249274410241,-0.241562825211782,0.0239821254551827,-0.266722198651822,-0.008927665260928,-0.209810390651015,-0.0503280770772699,-0.201114819863431,-0.0328961038996294,-0.171512112732741,0.0262474752049354,-0.133254534849082,0.087633688607662,-0.0567648887954598,0.0215886992026133,-0.0590310488776952,-0.00540191667596257,0.0793093245065035,-0.0323518220187692,0.0779802204710202,-0.0987111623957635,0.310554514252581,0.166063053376406,0.479210781264151,0.0499144223685133,0.454412889618303,-0.0277947629384073,0.184539842513157,-0.184042881389607,2.52896752315512,"ExC","ef119","m","1","Exelixis"
-0.246806386175773,0.065218002588246,-0.23864675821231,0.0225786141022979,-0.265963517097178,-0.0106837584488564,-0.209173998671077,-0.050713384048709,-0.20160046303013,-0.0323489687088897,-0.171260674873044,0.0266821991960217,-0.133309949985771,0.08964892124455,-0.0609861568200829,0.0218390837977667,-0.0635883342336913,-0.00516692213947671,0.0916784618773641,-0.0313165463533602,0.0846537114352496,-0.0983190454990069,0.307509424367982,0.173329008036932,0.476659408766341,0.0487036346255017,0.454832282611803,-0.0315298732810327,0.176002950040318,-0.187920965111984,2.47980049905364,"ExC","ef119","m","1","Exelixis"
-0.247593050124927,0.0670305000348404,-0.242392112183638,0.0237273566793055,-0.263876465501669,-0.00941064752933108,-0.21484445900418,-0.0519049308588163,-0.203699541611757,-0.0333789424342519,-0.167432768979141,0.0250918355943545,-0.134503103157794,0.0901619333002351,-0.0598896000802447,0.0201823788612574,-0.0631502625332828,-0.0056733019463226,0.0911851490306648,-0.0291547330188656,0.0879307932272448,-0.102757798080797,0.310794923479909,0.167200048119854,0.476263100683936,0.0457410580462426,0.452397213968972,-0.025883337653397,0.178810182785908,-0.180971419114308,2.55694879931792,"7672","ef119","m","2","Exelixis"
-0.246546301810554,0.0661525143294115,-0.241088387013374,0.0236642967187951,-0.266385175280025,-0.0114466049225587,-0.21248399337997,-0.0538311088747496,-0.204244797295259,-0.0330423931376333,-0.165876236576817,0.0261217382465705,-0.134545657461776,0.0922483797645009,-0.0602338649824488,0.0223821822944115,-0.0627797547795594,-0.00511642064634895,0.0945407027287698,-0.0295338189521573,0.0857799963334372,-0.10340700516513,0.313598357969614,0.168611172879473,0.473753299382968,0.0493100512791232,0.452232794398994,-0.0268434153253088,0.174279017766001,-0.185269568488398,2.63048668087612,"7672","ef119","m","2","Exelixis"
