KP_Zi192xEf96_c1114_plate1a_f_01	0.34504	1.53735	0.28044	1.43454	0.15718	1.38502	0.22446	1.19393	0.27345	1.22568	0.45377	1.31989	0.65294	1.40817	0.69278	1.12933	0.63949	1.07119	1.00660	0.72507	0.87418	0.56520	1.83449	0.79882	2.03366	0.30090	1.88240	0.14964	0.95977	0.21800
KP_Zi192xEf96_c1114_plate1a_f_02	0.21693	1.56319	0.18301	1.44423	0.07966	1.38340	0.17817	1.20092	0.21531	1.24399	0.36603	1.36725	0.54152	1.47437	0.64702	1.20954	0.60450	1.14063	0.98453	0.86934	0.89141	0.69062	1.79573	1.08304	2.08372	0.59804	1.93515	0.40963	1.01952	0.34558
KP_Zi192xEf96_c1114_plate1a_f_03	0.30736	1.57557	0.27022	1.45984	0.15825	1.41247	0.23792	1.22838	0.28421	1.26659	0.43870	1.37587	0.62926	1.48030	0.69385	1.22138	0.65133	1.15194	1.03244	0.87095	0.90809	0.70892	1.81888	1.06420	2.08318	0.58619	1.96853	0.41932	1.03028	0.36926
KP_Zi192xEf96_c1114_plate1a_f_04	0.39672	1.61110	0.32620	1.50021	0.20993	1.46146	0.25353	1.25260	0.31274	1.28490	0.48661	1.38502	0.69493	1.47707	0.71485	1.19769	0.65187	1.13525	0.99637	0.78752	0.84242	0.64164	1.78658	0.88333	1.97176	0.37895	1.81996	0.22231	0.90432	0.30521
KP_Zi192xEf96_c1114_plate1a_f_05	0.36065	1.50021	0.31974	1.38771	0.20831	1.34788	0.27506	1.17239	0.31920	1.19931	0.47800	1.29566	0.67394	1.38233	0.73638	1.10672	0.69331	1.05451	1.03136	0.75845	0.91348	0.60503	1.84741	0.86826	2.05788	0.38649	1.91524	0.23092	1.00122	0.28206
KP_Zi192xEf96_c1114_plate1a_f_06	0.29928	1.57127	0.25622	1.44854	0.14372	1.40117	0.22285	1.20792	0.26699	1.25152	0.42632	1.35757	0.62280	1.45930	0.68739	1.17778	0.64433	1.11803	0.99422	0.82789	0.87257	0.65833	1.78820	0.99906	2.01751	0.54313	1.88509	0.37357	0.98722	0.34073
KP_Zi192xEf96_c1114_plate1a_f_07	0.32943	1.46792	0.29121	1.35272	0.18732	1.30266	0.26376	1.13256	0.30790	1.16486	0.45754	1.26498	0.62764	1.36456	0.71808	1.10080	0.66855	1.03944	0.99799	0.77298	0.86503	0.64218	1.71015	0.95223	1.94592	0.49415	1.80704	0.34235	1.00445	0.31597
KP_Zi192xEf96_c1114_plate1a_f_08	0.30198	1.53090	0.23792	1.42108	0.11357	1.36564	0.19432	1.16863	0.24276	1.20846	0.42202	1.30804	0.62387	1.41785	0.68578	1.12072	0.63464	1.05182	0.99960	0.73530	0.85911	0.57704	1.87002	0.84942	2.05896	0.33266	1.91039	0.17440	0.95600	0.20993
KP_Zi192xEf96_c1114_plate1a_f_09	0.23792	1.32634	0.21316	1.20631	0.10873	1.14656	0.20831	0.98291	0.24707	1.02167	0.38326	1.14494	0.55174	1.27736	0.66156	1.02383	0.62872	0.96246	1.01037	0.74068	0.90540	0.58835	1.76559	1.01737	2.07349	0.55874	1.96099	0.37680	1.08519	0.25784
KP_Zi192xEf96_c1114_plate1a_f_10	0.34073	1.55942	0.28421	1.44908	0.16633	1.41301	0.22823	1.21869	0.27668	1.24991	0.45054	1.34088	0.64541	1.42970	0.69224	1.14279	0.64110	1.08681	0.96246	0.76275	0.80959	0.62764	1.78820	0.83811	1.95130	0.32405	1.79627	0.17925	0.87902	0.27076
KP_Zi192xEf96_c1114_plate1a_f_11	0.34235	1.57127	0.28798	1.46092	0.17117	1.41624	0.23792	1.23107	0.28744	1.26498	0.45377	1.35649	0.65187	1.44854	0.69224	1.17831	0.64702	1.11910	0.99045	0.79882	0.87149	0.63841	1.78497	0.93931	2.01751	0.42955	1.86787	0.25515	0.97376	0.29067
KP_Zi192xEf96_c1114_plate1a_f_12	0.29767	1.52767	0.25030	1.41624	0.14210	1.35326	0.22016	1.17347	0.26914	1.20631	0.42417	1.31612	0.61526	1.42216	0.68309	1.14063	0.63949	1.08519	0.99099	0.79074	0.88172	0.63518	1.75913	0.95708	2.01267	0.45916	1.87110	0.30413	1.00498	0.30036
KP_Zi192xEf96_c1114_plate1b_m_02	0.38703	1.24452	0.37357	1.14386	0.29229	1.08519	0.38218	0.95869	0.41125	0.99476	0.51622	1.10511	0.64810	1.21653	0.75199	1.01037	0.71700	0.95708	1.06204	0.78106	0.99799	0.62980	1.68485	1.06689	1.98683	0.69439	1.88025	0.51137	1.14225	0.36280
KP_Zi192xEf96_c1114_plate1b_m_03	0.29283	1.22945	0.27668	1.12449	0.19432	1.06581	0.29659	0.92855	0.32620	0.96569	0.44462	1.08896	0.58404	1.21223	0.68578	1.00068	0.65886	0.94308	1.01952	0.75360	0.96246	0.59804	1.68754	1.06743	1.98952	0.67717	1.88294	0.49468	1.12395	0.32405
