1.X,1.Y,2.X,2.Y,3.X,3.Y,4.X,4.Y,5.X,5.Y,6.X,6.Y,7.X,7.Y,8.X,8.Y,9.X,9.Y,10.X,10.Y,11.X,11.Y,12.X,12.Y,13.X,13.Y,14.X,14.Y,15.X,15.Y,perp,line,col,plate,sex,fly,CS
-0.246502114781222,0.0685699108358501,-0.241664955619752,0.0253580466294829,-0.26655174371133,-0.0104220372880748,-0.213872092883251,-0.0543486292174265,-0.203241440121654,-0.0332265365947729,-0.175136782897663,0.0263397751209359,-0.135851437941321,0.0921455851922408,-0.0587975015210935,0.0223615158905933,-0.0643882816036287,-0.00576012611472574,0.100258489576801,-0.0348109550012652,0.0925612466221645,-0.105306292797039,0.312218295717675,0.156587892768052,0.466542842948809,0.0606227631160547,0.453482233574083,-0.0245099785006219,0.180943242641383,-0.183600934039283,KP,zi192xef43,c1204,plate1a,f,02,2.87444091196648
-0.250010324869977,0.0722931700276439,-0.245649272354379,0.0274154986785165,-0.271046529698495,-0.00926803046273869,-0.214237597227857,-0.0535651192554228,-0.201839619662334,-0.0328600981752669,-0.179832040880861,0.025170116570148,-0.131351152489026,0.0936306218545021,-0.0593765898757196,0.0222645731946338,-0.0605940456070146,-0.00535342430960005,0.109080747034831,-0.0339980684059212,0.107492385752882,-0.111816246253725,0.302105178220303,0.156528152277921,0.464157066177321,0.0575044708052085,0.449267003064058,-0.0235804326375054,0.181834792416268,-0.184365183908394,KP,zi192xef43,c1204,plate1a,f,03,2.87973046314639
-0.250341021705084,0.0680939960194115,-0.245150716022897,0.0227289663839144,-0.269572271887886,-0.0161036199192052,-0.211858786343725,-0.0589397739460257,-0.198637654884863,-0.0378037293012375,-0.172104776991207,0.0283418029696036,-0.13474283946786,0.0961780178020394,-0.0560100282397662,0.0233631740349061,-0.0615929561573732,-0.00386160390630228,0.0966360829023405,-0.0291348009180687,0.0921501212837525,-0.10110981840592,0.314031935920671,0.167133473672295,0.468762686403939,0.0514918818561883,0.449450609560501,-0.0317509944875655,0.178979615629457,-0.178626971854034,KP,zi192xef43,c1204,plate1a,f,05,2.80718226251402
-0.251883725581239,0.0683855211916675,-0.244755525955138,0.0261958575601714,-0.267771873931197,-0.0115663970666664,-0.212912973683964,-0.0535444901665137,-0.203220463084756,-0.0326092209516117,-0.175676741547584,0.0246164021759516,-0.13653242303158,0.0910372016460548,-0.0590415988396601,0.0221865740316973,-0.0627518505723667,-0.00330032101841685,0.105771391336232,-0.0308374544801108,0.0988548930584248,-0.104431254284744,0.31141202498336,0.157223635782169,0.463536958909305,0.0534988209656871,0.450114590613263,-0.0246725887483667,0.1848573173269,-0.182182286636967,KP,zi192xef43,c1204,plate1a,f,07,2.92186636783181
-0.25112817972851,0.0693732317450965,-0.246888253205344,0.0256942100687082,-0.270036698452704,-0.00962570539391788,-0.213705760424801,-0.0529386960241299,-0.202026849641338,-0.0340489183295775,-0.175527917453302,0.0262564630101615,-0.138725584918504,0.0904694855022945,-0.0565284366822592,0.0211734876727641,-0.0609731903545691,-0.00536221492127205,0.112312714846118,-0.0336932812603079,0.100387318164994,-0.105270543870285,0.313563718386145,0.157771860165008,0.4633005833238,0.0537380492406943,0.446837645691045,-0.0210904049636207,0.179138890449229,-0.182447022641616,KP,zi192xef43,c1204,plate1a,f,08,2.83731803502298
-0.248912170778596,0.0701848138386875,-0.243917509160092,0.0264196087470292,-0.266108732219893,-0.0101326218938893,-0.216399937948605,-0.0544257124621205,-0.199400632214106,-0.0342094638091099,-0.172186633173252,0.026378555771696,-0.141208519910935,0.0908984688376264,-0.0527418093736345,0.0221339701282669,-0.0589674970132747,-0.00646093647454021,0.103112551454503,-0.0357540398980014,0.0887735720693414,-0.106242295722023,0.30439669482018,0.158794807721048,0.473647488199417,0.0549931605058735,0.452801834347626,-0.0206532293028657,0.17711130090132,-0.181925085987678,KP,zi192xef43,c1204,plate1a,f,09,2.88875182180586
-0.251620985795144,0.0687017249311676,-0.24709638346729,0.0237800281945184,-0.269095629695399,-0.0145882582364896,-0.214122793785298,-0.056332213425227,-0.199309066351414,-0.0341408512941069,-0.169121291375571,0.0283361443834972,-0.134641501537875,0.0952014977670487,-0.054308695129673,0.0234684669793984,-0.0579012495372378,-0.00271811281294441,0.0991224279136187,-0.0329514463174915,0.0909746472196865,-0.107287242127111,0.310526378304157,0.161735843915926,0.465081878526911,0.0526791619596473,0.453984002668951,-0.0212600703554811,0.177528262041578,-0.184624673562352,KP,zi192xef43,c1204,plate1a,f,10,2.91535476610995
-0.242221987067339,0.0684442156399712,-0.238294400810152,0.0264968374014892,-0.265018237748067,-0.0110652393804228,-0.21258802461201,-0.0527247279991553,-0.198325225953836,-0.0335134512937297,-0.180619094588309,0.0237495507321827,-0.134193814991814,0.0879385483882882,-0.0613511225499146,0.0204022526359952,-0.0684501009812571,-0.00641116234682684,0.0973085920268365,-0.0316298423594258,0.0843695536780386,-0.102281599355115,0.317253988156779,0.15707299005361,0.47106141435431,0.0598062354132978,0.456200417860081,-0.0184885310720946,0.174868043226654,-0.187796076458065,KP,zi192xef43,c1204,plate1a,f,11,2.81660602181656
-0.246537302520705,0.0707851781681034,-0.240152504963381,0.0238687035756764,-0.265405424321573,-0.0119911419898249,-0.214004391750895,-0.0581954368633728,-0.199840388329602,-0.0358383759264594,-0.177336785444203,0.025333309595774,-0.133161394334618,0.0960699620672845,-0.0561544850992908,0.0225025738285392,-0.0612859133079386,-0.00388741967524529,0.102864768847004,-0.0320218704295971,0.0876006297892077,-0.109785628922766,0.308271700235083,0.165785667880684,0.471394012753495,0.0554439261111421,0.453282705979648,-0.021866888627156,0.170464772467769,-0.186202558792782,KP,zi192xef43,c1204,plate1a,f,12,2.77785614160513
-0.253058014009401,0.0686269189209696,-0.243849102937903,0.025392993442499,-0.268699531328,-0.0121482693307434,-0.210572791693098,-0.0550489093245678,-0.200080602084614,-0.0350364619239871,-0.172285012023212,0.02722748701034,-0.137593658110949,0.0934498321516887,-0.0518236503269075,0.0223504055927807,-0.0565164323628913,-0.0056693193148217,0.0948602024596528,-0.0338841140915055,0.0910651085678838,-0.102968143672396,0.307172514718857,0.167636062213358,0.473067770811798,0.0552205382455802,0.44631230759576,-0.029850936138711,0.182000890723025,-0.185298083780483,KP,zi192xef43,c1204,plate1b,m,01,2.46529758586396
-0.245796582728702,0.065050492051977,-0.237189551172446,0.0210797004974353,-0.265356120805705,-0.0125147416555054,-0.2115741068636,-0.0543608455610478,-0.198169304902568,-0.0351206640184523,-0.169334881990348,0.0249604201897405,-0.135845405734709,0.091262084589637,-0.060207516204922,0.019519367991727,-0.0660165864706349,-0.00456556238943305,0.0907454914536095,-0.0319914441097294,0.0815743500581588,-0.0969119603260837,0.314045941635009,0.171836349043435,0.476386630505942,0.0565451482699973,0.457118655086341,-0.0310176732197955,0.169618988134574,-0.183770671353902,KP,zi192xef43,c1204,plate1b,m,02,2.45177646775286
-0.252808601341023,0.0671646763129386,-0.241552249094431,0.0228121379676013,-0.269861463791203,-0.0127648398571596,-0.210048621652296,-0.0569696799244668,-0.199069420389347,-0.0371825870322757,-0.175285628834468,0.0271666826906778,-0.135630228143192,0.0973267184908355,-0.0594028083450717,0.0238106936603291,-0.0630215368019273,-0.0029103667068118,0.100442753991586,-0.0331150367165767,0.0915579693452105,-0.101062742647651,0.316130353436986,0.168617818621596,0.465016737009418,0.0523367930145179,0.443914352625899,-0.033424327915306,0.189618391983859,-0.181805939958249,KP,zi192xef43,c1204,plate1b,m,03,2.31071490169312
-0.248815398310952,0.0677614981712527,-0.241048756773205,0.0237828886061639,-0.267877304422889,-0.0130518896052387,-0.212093009570858,-0.0545976057138764,-0.202028762334295,-0.0331879259004154,-0.170477613726738,0.0278450908140748,-0.134717886190505,0.0946569809237182,-0.0557548141729146,0.0209395757090788,-0.0604699024306959,-0.00602577298593652,0.0958175771716871,-0.0304894786243351,0.0909302563705031,-0.106515005192568,0.311111931739005,0.17179194170758,0.468359582352551,0.0598569354126648,0.448122014490294,-0.0324439360064185,0.178942085809012,-0.190323297315744,KP,zi192xef43,c1204,plate1b,m,04,2.55613052507105
-0.252846641635532,0.0690873892369096,-0.243762448971499,0.0234332946535043,-0.269082352872125,-0.0102294880631629,-0.213127499670722,-0.0543300773901419,-0.20066321413241,-0.0349005032827937,-0.168813925217225,0.0277526912333443,-0.137042811549578,0.0943123080281517,-0.0511167937146344,0.0248368205509865,-0.0548231781522888,-0.00698455897659908,0.0964579499245645,-0.0341387020196416,0.0874937147791705,-0.103121804529943,0.306085268077399,0.169991798164862,0.466056898059183,0.0560363533950005,0.449641480933718,-0.0296058985307797,0.185543554141979,-0.192139622469697,KP,zi192xef43,c1204,plate1b,m,05,2.48172217386502
-0.248939638179821,0.067288252594302,-0.242466182550226,0.0217134640674369,-0.273049322044931,-0.0145497772800485,-0.211464043944941,-0.057429217522138,-0.199320025204702,-0.0365880063849763,-0.17264366859152,0.0258899423457287,-0.132313063006678,0.0949788513178299,-0.0571460437769996,0.0244896680097915,-0.0608329928959692,-0.00245498780449084,0.105564272215448,-0.0290358221946597,0.0892458162588581,-0.103081341195275,0.315447566376766,0.171128694347119,0.467573765641134,0.0539472624955782,0.446411030281927,-0.0298681811049582,0.173932529421656,-0.18642880169124,KP,zi192xef43,c1204,plate1b,m,07,2.52242305217556
-0.246940295708145,0.0690263939325381,-0.243424286066851,0.0261769903076715,-0.26460194925782,-0.0128226732978546,-0.211721021013955,-0.0566821497274237,-0.200378807996709,-0.0357993727817138,-0.17071836951655,0.0275543815921301,-0.131359501603464,0.0951269671767755,-0.0645703614741752,0.0201232659472785,-0.0701958674772236,-0.00546861687703397,0.0994562479227334,-0.0353422585941278,0.0914679672175819,-0.104958144479252,0.31288776074316,0.164536616654337,0.469869421213728,0.0530933522399604,0.452273117688844,-0.0218107812360743,0.177955945328844,-0.182753970857211,KP,zi192xef43,c1204,plate1b,m,08,2.70202625866836
-0.24903495570263,0.0646369817027418,-0.242922916635745,0.0231952912684171,-0.266269968581707,-0.0119700651934129,-0.207997463851768,-0.0557524585618106,-0.196554367692353,-0.0354755535158769,-0.17859489845902,0.025967341486606,-0.132683024281439,0.09566812777522,-0.0564375675328857,0.0223517563268399,-0.0603880158959487,-0.00409564160708181,0.0973856743420067,-0.0289024311010272,0.0819208947501144,-0.09987376231377,0.304956747127562,0.171119893292761,0.474615956559897,0.0521596819795283,0.452507911196996,-0.0305115545572089,0.17949599465692,-0.188517606981926,KP,zi192xef43,c1204,plate1b,m,09,2.40848602386368
-0.253112735309008,0.0699188181605138,-0.243216944773286,0.0242100554080062,-0.27283057435813,-0.0106499867081148,-0.211272675321208,-0.0588330887749126,-0.198665879209948,-0.0354401514116127,-0.168804545941844,0.029886070529629,-0.139828353286055,0.0949966034038213,-0.0546643930216597,0.023831737199273,-0.0586614330041297,-0.0033220330137632,0.107791669481211,-0.0326022416730719,0.096026795649913,-0.108767739527688,0.30931994548482,0.169026851517995,0.463118778008249,0.0580642023696938,0.446263867181294,-0.0320006639003795,0.178536478419782,-0.18831843357939,KP,zi192xef43,c1204,plate1b,m,10,2.43850749816085
-0.252793696221162,0.0661353556943231,-0.242394329947162,0.0205316404304047,-0.268521934970653,-0.0130954969890681,-0.211748069061393,-0.0539871314675676,-0.202152717249519,-0.0333025915817799,-0.170741794835539,0.0265162081129236,-0.140635353698522,0.0912559230673233,-0.0486698481551082,0.0229429366448671,-0.0523480020785662,-0.00475993226444323,0.0969950702606496,-0.031321314527384,0.0877010074365426,-0.0987000183308122,0.311869812635266,0.166907332127131,0.471284789971205,0.0542023616038191,0.452630246210241,-0.026211195841187,0.16952481970372,-0.18711407667855,KP,zi192xef43,c1204,plate1b,m,11,2.44330998293435
-0.246564344171108,0.069465985217092,-0.239392429312887,0.0253657229113899,-0.261815817761084,-0.0126457856654085,-0.21238410204571,-0.0551835919175461,-0.200554432399136,-0.0349123540075333,-0.169646280150569,0.0275380729164102,-0.132560309001595,0.0921942379241527,-0.0588695475421554,0.0200164550986127,-0.0681562020165793,-0.00852031663463123,0.0888751131724748,-0.0349608004597824,0.0777022938066071,-0.103812910166573,0.309453201039871,0.168053985454749,0.476315333883403,0.0565318655779034,0.455313942716846,-0.0266927567421814,0.182283579781621,-0.182437809506654,KP,zi192xef43,c1204,plate1b,m,12,2.30382942969599
-0.249910170221947,0.0683366494482582,-0.244606532882291,0.0248249602194313,-0.269949032128375,-0.00892823143736263,-0.214773012567613,-0.0550682797054579,-0.200676256242254,-0.0341821043986564,-0.175900256887357,0.0256594498683472,-0.139233354776651,0.0895679381853056,-0.0578011516782378,0.0219237687079347,-0.0606682418822486,-0.00453341717473175,0.104714400140084,-0.0315758996438177,0.0944382478746455,-0.104500881914157,0.320988857980844,0.158493642610127,0.462513841448876,0.0537936220887779,0.445124573852347,-0.0227612679827302,0.185738087970176,-0.181049948871268,KP,zi192xef43,c1204,plate1c,f,01,2.80729488314759
-0.249038796439726,0.0655233882825296,-0.24116095836575,0.0223508573062159,-0.265710072575766,-0.0107803862157392,-0.214702901570839,-0.0518543605031962,-0.20251162314498,-0.030372807580244,-0.172170079100538,0.0265336336109135,-0.135213802354451,0.0913845820141383,-0.0638043125991863,0.0206663561905093,-0.0664116064892222,-0.00496162238345108,0.101717178371561,-0.0328724787548805,0.0925383201414718,-0.101748545188212,0.309644829274525,0.15763699318903,0.468983026080653,0.0513294004111244,0.455128218481367,-0.0202726563146458,0.18271258029088,-0.182562354064093,KP,zi192xef43,c1204,plate1c,f,02,3.08407826907165
-0.257694659463957,0.0712688142820506,-0.24261382444413,0.025264631883583,-0.271083482041765,-0.011052843826915,-0.213351394927328,-0.0570811809270829,-0.20215399276496,-0.03703090694265,-0.168578827997623,0.0290195048152771,-0.136332776431458,0.094554754686693,-0.0519714785964983,0.0230833062760616,-0.0578760589287583,-0.00429796881927664,0.106956580765281,-0.029694665796432,0.0971069233175055,-0.111801585443832,0.315917957209216,0.162841914456552,0.460511296104103,0.0593023301450595,0.444381338378756,-0.0245986529094709,0.176782399821615,-0.189777451879617,KP,zi192xef43,c1204,plate1c,f,03,2.73969911246959
-0.252283087122806,0.0694332768931046,-0.244917762293828,0.0252649279170565,-0.268755995020285,-0.0100771822113813,-0.213594767970448,-0.0524932946704531,-0.203529425112135,-0.0329418429342218,-0.172375651474357,0.0270094985513321,-0.135854311751923,0.0922769214365038,-0.0566643392453052,0.0213293488853226,-0.0622097454996483,-0.00479832545466251,0.105068046528433,-0.0325781134865208,0.100072640741779,-0.108114690493963,0.314751258980103,0.160152458900712,0.46048201805352,0.0577472917827938,0.446259048469623,-0.0230399609759529,0.183552072717278,-0.18917031413967,KP,zi192xef43,c1204,plate1c,f,05,2.99679666499636
-0.248077126144899,0.0661537761531993,-0.241106411849808,0.0239328497953504,-0.268745317925719,-0.00901084678394157,-0.216168319220727,-0.051741542917485,-0.20393644049912,-0.0317763477879128,-0.176616549190242,0.0237270842494909,-0.136966353676246,0.0862430754831346,-0.056031168994143,0.0193495547024155,-0.0584781051354829,-0.00536412282565671,0.097661023537108,-0.0325842783630308,0.0920119008765056,-0.102499347014194,0.319303094105266,0.154772083111828,0.468529958354596,0.0565113668806538,0.453176561805336,-0.0192954520437134,0.175443253957576,-0.178417852640139,KP,zi192xef43,c1204,plate1c,f,07,3.01794181681711
